Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
"51job, Inc. (NasdaqGS:JOBS)",NasdaqGS:JOBS,Industrials (Primary); Communication Services; Information Technology, 36.7 , 105.94 , 2.76 , 7.53 , 7.59 , 4.11 , 20.7 , 0.246 , 0.631 ,Nasdaq Global Select (NasdaqGS),"DB:IWQ
Company: 51job, Inc.
(IQT20107129) - Deutsche Boerse AG (DB)

BMV:JOBS N
Company: 51job, Inc.
(IQT570490587) - Bolsa Mexicana de Valores (BMV)

LSE:0A2H
Company: 51job, Inc.
(IQT634583003) - London Stock Exchange (LSE)"
52 Weeks Entertainment Limited (BSE:531925),BSE:531925,Communication Services (Primary), 6.49 , 0.028 , 0.553 ,-,-,-,-,-, 40.3 ,Mumbai Stock Exchange (BSE),-
5G Networks Limited (ASX:5GN),ASX:5GN,Communication Services (Primary); Information Technology,NM, 0.905 , 1.33 ,-, (10.8)  , 0.51 , 5.26 , 0.869 , 32.6 ,Australian Securities Exchange (ASX),-
"5i5j Holding Group Co., Ltd. (SZSE:000560)",SZSE:000560,Real Estate (Primary); Consumer Discretionary; Financials, 17.0 , 0.969 , 1.05 , 47.7 , 6.45 , 1.12 , 11.3 , 0.483 , 22.4 ,Shenzhen Stock Exchange (SZSE),-
5N Plus Inc. (TSX:VNP),TSX:VNP,Materials (Primary); Materials (Primary); Industrials; Information Technology, 80.8 , 3.16 , 1.59 , (7.16)  , 2.0 , 3.58 , 12.0 , 0.776 , 32.1 ,The Toronto Stock Exchange (TSX),-
5paisa Capital Limited (BSE:540776),BSE:540776,Financials (Primary), 73.9 , 7.86 , 6.92 , 110.3 , 9.98 , 1.19 ,-, 0.237 , 60.4 ,Mumbai Stock Exchange (BSE),"NSEI:5PAISA
Company: 5paisa Capital Limited
(IQT543908202) - National Stock Exchange of India (NSEI)"
5th Planet Games A/S (OB:5PG),OB:5PG,Communication Services (Primary),NM, 0.143 , 3.11 , 2.7 , (102.3)  , 5.94 ,-, 0.193 , 3.61 ,-,"DB:2HG1
Company: 5th Planet Games A/S
(IQT668151566) - Deutsche Boerse AG (DB)"
63 moons technologies limited (BSE:526881),BSE:526881,Information Technology (Primary); Communication Services; Consumer Discretionary,NM, 1.69 , 0.142 , (20.8)  , (2.05)  , 6.49 , (52.2)  , 0.048 ,-,Mumbai Stock Exchange (BSE),"NSEI:FINANTECH
Company: 63 moons technologies limited
(IQT46355784) - National Stock Exchange of India (NSEI)"
6v de Valores Mobiliarios SICAV S.A. (BME:S0010),BME:S0010,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
79North Inc. (CNSX:JQ),CNSX:JQ,Materials (Primary); Materials (Primary),NM, 0.131 , 5.56 ,-, (335.9)  , 12.5 ,-,-,-,-,"DB:6120
Company: 79North Inc.
(IQT670682107) - Deutsche Boerse AG (DB)"
7C Solarparken AG (XTRA:HRPK),XTRA:HRPK,Utilities (Primary), 50.0 , 6.46 , 1.8 , 15.3 , 3.85 , 1.93 , 79.5 , 0.118 , 61.1 ,XETRA Trading Platform (XTRA),"DB:HRPK
Company: 7C Solarparken AG
(IQT20159991) - Deutsche Boerse AG (DB)"
7digital Group plc (AIM:7DIG),AIM:7DIG,Communication Services; Financials,NM, 0.023 ,NM, (17.0)  ,NM, 0.164 , (41.5)  , 1.63 ,NM,-,"DB:UZJ1
Company: 7digital Group plc
(IQT670687744) - Deutsche Boerse AG (DB)"
7GC & Co. Holdings Inc. (NasdaqCM:VII),NasdaqCM:VII,Financials (Primary),-, 13.05 , 56.1 ,-,-, 15.8 ,-,-,-,Nasdaq Capital Market (NasdaqCM),"NasdaqCM:VIIA.U
Company: 7GC & Co. Holdings Inc.
(IQT697651330) - Nasdaq Capital Market (NasdaqCM)"
7NR Retail Limited (BSE:540615),BSE:540615,Consumer Discretionary (Primary),NM, 0.128 , 0.721 , (35.1)  , (5.17)  , 32.0 , (22.0)  , 0.188 , 1.46 ,Mumbai Stock Exchange (BSE),-
7Road Holdings Limited (SEHK:797),SEHK:797,Communication Services (Primary); Consumer Discretionary, 82.8 ,-, 5.25 ,-, 6.3 , 1.21 , 41.5 , 0.203 , 4.89 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
7Seas Entertainment Limited (BSE:540874),BSE:540874,Communication Services (Primary); Consumer Discretionary,NM, 0.184 ,NM, (72.4)  ,-,-, 34.2 , 0.052 ,NM,Mumbai Stock Exchange (BSE),-
8088 Investment Holdings Limited (SEHK:8088),SEHK:8088,Financials (Primary),NM, 0.009 , 0.802 , (51.2)  , (121.2)  ,-,-, 0.01 , 86.4 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
88 Energy Limited (ASX:88E),ASX:88E,Energy (Primary),NM, 0.028 , 4.14 ,-, (35.7)  , 3.52 ,-, 0.003 , 26.1 ,Australian Securities Exchange (ASX),"DB:POQ
Company: 88 Energy Limited
(IQT20141953) - Deutsche Boerse AG (DB)"
888 Holdings plc (LSE:888),LSE:888,Consumer Discretionary (Primary); Communication Services; Financials; Industrials, 178.0 , 7.2 , 13.1 , 16.2 , 7.17 , 0.919 , 15.1 , 1.85 , 18.3 ,London Stock Exchange (LSE),"DB:C8V
Company: 888 Holdings plc
(IQT24081945) - Deutsche Boerse AG (DB)"
"890 5th Avenue Partners, Inc. (NasdaqCM:ENFA)",NasdaqCM:ENFA,Financials (Primary),-, 13.29 ,NM,-,-, 0.391 ,-,-, 95.6 ,Nasdaq Capital Market (NasdaqCM),"NasdaqCM:ENFA.U
Company: 890 5th Avenue Partners, Inc.
(IQT700541399) - Nasdaq Capital Market (NasdaqCM)"
"89bio, Inc. (NasdaqGM:ETNB)",NasdaqGM:ETNB,Health Care (Primary),NM, 26.79 , 2.29 ,-, (39.8)  , 23.4 ,-,-,-,Nasdaq Global Market (NasdaqGM),-
8common Limited (ASX:8CO),ASX:8CO,Information Technology (Primary),NM, 0.132 , 5.73 , 20.3 , (21.1)  , 3.17 , (22.9)  , 0.58 ,-,Australian Securities Exchange (ASX),-
8I Holdings Limited (ASX:8IH),ASX:8IH,Financials (Primary); Consumer Discretionary; Industrials, 12.8 , 0.3 , 2.85 , 13.6 , 27.0 , 2.69 , 35.0 , 0.664 , 2.26 ,Australian Securities Exchange (ASX),-
8IP Emerging Companies Limited (ASX:8EC),ASX:8EC,Financials (Primary),-,-,-,-,-,-,-,-,-,Australian Securities Exchange (ASX),-
8Telecom International Holdings Co. Ltd. (SGX:AZG),SGX:AZG,Information Technology (Primary); Communication Services,NM,-,NM,-,-,-,-,-,-,Singapore Exchange (SGX),-
8VI Holdings Limited (ASX:8VI),ASX:8VI,Consumer Discretionary (Primary), 43.0 , 5.94 , 21.6 , 14.3 , 74.5 , 1.7 , 26.5 , 1.33 , 6.62 ,Australian Securities Exchange (ASX),-
"8x8, Inc. (NYSE:EGHT)",NYSE:EGHT,Information Technology (Primary); Communication Services,NM, 37.98 , 19.0 , 21.5 , (94.3)  , 2.28 , (24.0)  , 0.772 , 71.6 ,New York Stock Exchange (NYSE),"DB:EGT
Company: 8x8, Inc.
(IQT20204704) - Deutsche Boerse AG (DB)

LSE:0IFS
Company: 8x8, Inc.
(IQT550485162) - London Stock Exchange (LSE)"
"9 Meters Biopharma, Inc. (NasdaqCM:NMTR)",NasdaqCM:NMTR,Health Care (Primary),NM, 1.53 , 7.62 ,-, (588.6)  , 6.68 ,-,-, 0.713 ,Nasdaq Capital Market (NasdaqCM),"DB:2Q3
Company: 9 Meters Biopharma, Inc.
(IQT554901644) - Deutsche Boerse AG (DB)"
9 Spokes International Limited (ASX:9SP),ASX:9SP,Information Technology (Primary),NM, 0.015 , 3.64 , (1.91)  , (109.7)  , 3.5 , (84.4)  , 0.598 , 18.9 ,Australian Securities Exchange (ASX),-
908 Devices Inc. (NasdaqGM:MASS),NasdaqGM:MASS,Information Technology (Primary); Health Care,NM, 52.96 , 8.1 ,-, (22.5)  , 17.6 , (28.5)  , 0.248 , 13.6 ,Nasdaq Global Market (NasdaqGM),-
92 Energy Limited (ASX:92E),ASX:92E,Energy (Primary),-, 0.325 ,NM,-,-, 0.086 ,-,-,-,Australian Securities Exchange (ASX),-
99 Loyalty Limited (ASX:99L),ASX:99L,Information Technology (Primary); Communication Services; Consumer Discretionary, 12.6 , 0.065 , 1.06 , 23.7 , 9.37 , 1.84 , 28.6 , 0.316 , 24.3 ,Australian Securities Exchange (ASX),"DB:99W0
Company: 99 Loyalty Limited
(IQT260614922) - Deutsche Boerse AG (DB)"
9F Inc. (NasdaqGM:JFU),NasdaqGM:JFU,Communication Services (Primary); Financials; Information Technology,NM, 3.18 , 0.727 , (42.9)  , (42.7)  , 4.52 , (100.2)  , 0.176 , 0.694 ,Nasdaq Global Market (NasdaqGM),"DB:165
Company: 9F Inc.
(IQT684779042) - Deutsche Boerse AG (DB)"
A & M Febcon Limited (BSE:540697),BSE:540697,Industrials (Primary),-, 0.038 ,-,-,-,-,-, 0.517 , 37.8 ,Mumbai Stock Exchange (BSE),-
A & S Group (Holdings) Limited (SEHK:1737),SEHK:1737,Industrials (Primary), 4.37 , 0.031 , 0.803 , (4.88)  , 20.2 , 3.2 , 7.37 , 1.32 , 19.7 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
A and M Jumbo Bags Limited (NSEI:AMJUMBO),NSEI:AMJUMBO,Materials (Primary); Materials (Primary),NM, 0.155 , 0.833 , 3.7 , 0.03 , 1.06 , 12.1 , 0.321 , 56.3 ,National Stock Exchange of India (NSEI),-
A B Infrabuild Limited (NSEI:ABINFRA),NSEI:ABINFRA,Industrials (Primary); Materials; Materials, 13.2 , 0.182 , 0.476 ,-, 3.48 , 1.22 , 8.82 , 0.659 , 44.2 ,National Stock Exchange of India (NSEI),-
"A Global Flexible P, Sicav, S.A. (BME:S4190)",BME:S4190,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
A Holdings Corporation,-,Communication Services (Primary); Health Care; Information Technology,-,-,-, 15.0 , (29.7)  , 0.849 , (4.96)  , 0.443 , 56.0 ,-,"DB:HL3
Company: A Holdings Corporation
(IQT374846613) - Deutsche Boerse AG (DB)"
A Infrastructure Limited (BSE:539620),BSE:539620,Materials; Materials, 33.2 , 0.522 , 2.11 , 11.1 ,-,-, 7.11 , 1.16 , 61.3 ,Mumbai Stock Exchange (BSE),-
A Self-Administered Real Estate Investment Trust Inc. (KOSE:A140910),KOSE:A140910,Real Estate (Primary),-, 18.06 ,-, 371.9 , 19.5 , 8.66 , 16.3 , 0.791 , 0.656 ,Korea Stock Exchange (KOSE),-
A Toute Vitesse SA (ENXTPA:MLATV),ENXTPA:MLATV,Industrials (Primary),-,-,-,-,-,-,-,-,-,Euronext Paris (ENXTPA),-
A&A Material Corporation (TSE:5391),TSE:5391,Industrials (Primary); Materials; Materials; Real Estate, 10.8 , 12.45 , 0.518 , (1.73)  , 4.96 , 1.25 , 5.69 , 0.958 , 27.7 ,The Tokyo Stock Exchange (TSE),-
"A&D Company, Limited (TSE:7745)",TSE:7745,Information Technology (Primary); Health Care, 6.32 , 12.38 , 1.01 , 3.15 , 17.1 , 1.63 , 12.8 , 0.936 , 45.1 ,The Tokyo Stock Exchange (TSE),-
A&W Revenue Royalties Income Fund (TSX:AW.UN),TSX:AW.UN,Consumer Discretionary (Primary); Financials, 23.9 , 41.07 , 3.48 , 3.66 , 10.6 , 4.42 ,-, 0.12 , 18.7 ,The Toronto Stock Exchange (TSX),-
A-1 Acid Limited (BSE:542012),BSE:542012,Industrials (Primary), 43.5 , 2.16 , 2.96 , 13.2 , 7.0 , 2.67 , 5.29 , 2.61 , 26.1 ,Mumbai Stock Exchange (BSE),-
A-Cap Energy Limited (ASX:ACB),ASX:ACB,Energy (Primary); Materials; Materials,NM, 0.063 , 3.11 ,-, (8.39)  , 0.113 ,-,-, 29.4 ,Australian Securities Exchange (ASX),"DB:VUT
Company: A-Cap Energy Limited
(IQT613166424) - Deutsche Boerse AG (DB)"
"A-Living Smart City Services Co., Ltd. (SEHK:3319)",SEHK:3319,Industrials (Primary); Communication Services; Consumer Discretionary; Real Estate, 23.0 , 6.39 , 5.5 , 78.6 , 26.0 , 1.87 , 25.8 , 0.858 , 3.92 ,The Stock Exchange of Hong Kong Ltd. (SEHK),"DB:1V0
Company: A-Living Smart City Services Co., Ltd.
(IQT718041738) - Deutsche Boerse AG (DB)"
"A-Mark Precious Metals, Inc. (NasdaqGS:AMRK)",NasdaqGS:AMRK,Financials (Primary); Consumer Discretionary; Industrials, 2.99 , 63.63 , 1.76 , (0.309)  , 64.1 , 1.25 , 1.59 , 7.46 , 81.9 ,Nasdaq Global Select (NasdaqGS),-
A-Smart Holdings Ltd. (SGX:BQC),SGX:BQC,Industrials (Primary); Communication Services; Consumer Discretionary; Information Technology; Real Estate,NM, 0.199 , 1.84 , (10.8)  , (0.941)  , 6.76 , (17.1)  , 0.29 , 17.8 ,Singapore Exchange (SGX),"DB:IOTA
Company: A-Smart Holdings Ltd.
(IQT60394828) - Deutsche Boerse AG (DB)"
A-Sonic Aerospace Limited (SGX:BTJ),SGX:BTJ,Industrials (Primary), 4.96 , 0.705 , 0.867 , 8.26 , 24.8 , 1.65 , 1.16 , 3.67 , 7.26 ,Singapore Exchange (SGX),-
"A-Zenith Home Furnishings Co., Ltd. (SHSE:603389)",SHSE:603389,Consumer Discretionary (Primary); Industrials,NM, 1.02 , 1.76 , (16.5)  , (0.881)  , 3.31 , (16.0)  , 0.375 , 2.79 ,Shanghai Stock Exchange (SHSE),-
A. H. Belo Corporation (NYSE:AHC),NYSE:AHC,Communication Services (Primary); Industrials,NM, 10.15 , 1.28 , (14.0)  , (16.4)  , 2.69 , (1.84)  , 1.17 , 34.3 ,New York Stock Exchange (NYSE),"DB:1KB0
Company: A. H. Belo Corporation
(IQT303006463) - Deutsche Boerse AG (DB)"
A. K. Capital Services Limited (BSE:530499),BSE:530499,Financials (Primary), 3.87 , 7.85 , 0.421 , (4.48)  , 11.1 , 42.0 , 66.7 , 0.153 , 66.1 ,Mumbai Stock Exchange (BSE),-
A. O. Smith Corporation (NYSE:AOS),NYSE:AOS,Industrials (Primary); Consumer Discretionary, 28.9 , 94.49 , 6.01 , (0.19)  , 22.6 , 1.86 , 19.1 , 0.931 , 7.91 ,New York Stock Exchange (NYSE),"BOVESPA:A1OS34
Company: A. O. Smith Corporation
(IQT647946821) - Bolsa de Valores de Sao Paulo (BOVESPA)

DB:3SM
Company: A. O. Smith Corporation
(IQT133771189) - Deutsche Boerse AG (DB)

BMV:AOS *
Company: A. O. Smith Corporation
(IQT552008619) - Bolsa Mexicana de Valores (BMV)

LSE:0L7A
Company: A. O. Smith Corporation
(IQT549909483) - London Stock Exchange (LSE)"
A.A.A. Aktiengesellschaft Allgemeine Anlageverwaltung (DB:AAA),DB:AAA,Real Estate (Primary),NM, 2.72 , 0.721 , 4.46 , (5.61)  , 1.38 , 29.6 , 0.054 , 47.1 ,Deutsche Boerse AG (DB),-
"A.D. Works Group Co., Ltd. (TSE:2982)",TSE:2982,Real Estate (Primary), 18.4 , 1.99 , 0.503 ,-,-, 6.35 , 4.45 ,-, 59.0 ,The Tokyo Stock Exchange (TSE),-
A.G. BARR p.l.c. (LSE:BAG),LSE:BAG,Consumer Staples (Primary); Consumer Discretionary, 30.2 , 9.88 , 2.52 , (4.92)  , 8.74 , 2.25 , 18.6 , 0.757 , 2.31 ,London Stock Exchange (LSE),"DB:AF72
Company: A.G. BARR p.l.c.
(IQT207695863) - Deutsche Boerse AG (DB)"
a.i.s. AG (DB:LUM),DB:LUM,Industrials (Primary); Financials; Utilities, 0.167 ,-, 0.16 ,-,-,-,-,-,-,Deutsche Boerse AG (DB),-
A.I.S. Resources Limited (TSXV:AIS),TSXV:AIS,Materials (Primary); Materials (Primary); Financials,NM, 0.082 , 3.72 ,-, (78.2)  , 1.3 ,-, 0.028 , 20.4 ,-,"DB:A8S
Company: A.I.S. Resources Limited
(IQT554910730) - Deutsche Boerse AG (DB)"
A.J. Plast Public Company Limited (SET:AJ),SET:AJ,Materials (Primary); Materials (Primary), 12.3 , 0.887 , 1.91 , (0.437)  , 16.5 , 0.838 , 12.6 , 0.799 , 39.1 ,The Stock Exchange of Thailand (SET),"SET:AJ-R
Company: A.J. Plast Public Company Limited
(IQT20219989) - The Stock Exchange of Thailand (SET)"
A.K. Spintex Limited (BSE:539300),BSE:539300,Consumer Discretionary (Primary), 13.4 , 0.434 , 0.563 , (4.32)  ,-,-, 11.9 , 1.41 , 33.4 ,Mumbai Stock Exchange (BSE),-
"A.M.P. Great Value, SICAV, S.A. (BME:S4161)",BME:S4161,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
A.P. Møller - Mærsk A/S (CPSE:MAERSK B),CPSE:MAERSK B,Industrials (Primary); Consumer Discretionary; Energy; Financials; Utilities, 10.5 ," 3,867.1 ", 1.79 , 8.72 , 18.1 , 1.3 , 21.4 , 0.713 , 33.3 ,OMX Nordic Exchange Copenhagen (CPSE),"DB:DP4A
Company: A.P. Møller - Mærsk A/S
(IQT240674057) - Deutsche Boerse AG (DB)

BMV:MAERSKB N
Company: A.P. Møller - Mærsk A/S
(IQT549649844) - Bolsa Mexicana de Valores (BMV)

LSE:0O76
Company: A.P. Møller - Mærsk A/S
(IQT240674059) - London Stock Exchange (LSE)

LSE:0O77
Company: A.P. Møller - Mærsk A/S
(IQT37839485) - London Stock Exchange (LSE)

XTRA:DP4B
Company: A.P. Møller - Mærsk A/S
(IQT32518156) - XETRA Trading Platform (XTRA)"
A.Plus Group Holdings Limited (SEHK:1841),SEHK:1841,Industrials (Primary), 6.53 , 0.073 , 1.1 , (2.46)  , 17.8 , 4.87 , 17.0 , 0.832 , 1.12 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
A.S. Création Tapeten AG (XTRA:ACWN),XTRA:ACWN,Consumer Discretionary (Primary); Industrials, 12.5 , 47.1 , 0.977 , 1.23 , 8.03 , 3.07 , 10.7 , 1.13 , 11.7 ,XETRA Trading Platform (XTRA),"DB:ACWN
Company: A.S. Création Tapeten AG
(IQT242377313) - Deutsche Boerse AG (DB)

LSE:0QH2
Company: A.S. Création Tapeten AG
(IQT248002655) - London Stock Exchange (LSE)"
A.S. Roma S.P.A. (BIT:ASR),BIT:ASR,Communication Services (Primary); Consumer Discretionary; Financials; Real Estate,NM, 0.704 ,NM, (11.6)  ,NM, 0.629 , (64.0)  , 0.308 , 423.0 ,Borsa Italiana (BIT),"DB:RO9
Company: A.S. Roma S.P.A.
(IQT20184466) - Deutsche Boerse AG (DB)

LSE:0MT1
Company: A.S. Roma S.P.A.
(IQT37839529) - London Stock Exchange (LSE)"
A/S Kurzemes Atslega 1 (MUN:UKH),MUN:UKH,Consumer Discretionary (Primary); Industrials; Materials; Materials,NM,-, 1.06 , (6.15)  , (57.7)  , 1.12 , (28.3)  , 1.22 , 21.8 ,-,"RISE:KA11R
Company: A/S Kurzemes Atslega 1
(IQT20142450) - OMX Nordic Exchange Riga (RISE)"
A/S Latvijas Juras medicinas centrs (MUN:UOM),MUN:UOM,Health Care (Primary); Consumer Discretionary; Consumer Staples, 25.6 ,-, 1.78 , 7.83 , 7.02 , 1.97 , 8.63 , 0.982 ,-,-,"RISE:LJM1R
Company: A/S Latvijas Juras medicinas centrs
(IQT20180997) - OMX Nordic Exchange Riga (RISE)"
A1 Investments & Resources Ltd (ASX:AYI),ASX:AYI,Financials (Primary); Consumer Staples,NM, 0.001 ,NM, (4.16)  ,NM, 6.2 , (179.3)  , 0.195 , 86.9 ,Australian Securities Exchange (ASX),-
"A10 Networks, Inc. (NYSE:ATEN)",NYSE:ATEN,Information Technology (Primary), 43.3 , 14.77 , 6.76 , 0.888 , 17.5 , 2.47 , 14.3 , 0.799 , 19.9 ,New York Stock Exchange (NYSE),"DB:8A0
Company: A10 Networks, Inc.
(IQT261019442) - Deutsche Boerse AG (DB)"
A2A S.p.A. (BIT:A2A),BIT:A2A,Utilities (Primary); Communication Services; Industrials, 14.2 , 2.81 , 1.5 , 7.26 , 10.0 , 1.1 , 15.5 , 0.584 , 52.2 ,Borsa Italiana (BIT),"DB:EAM
Company: A2A S.p.A.
(IQT24467751) - Deutsche Boerse AG (DB)

LSE:0N54
Company: A2A S.p.A.
(IQT25849076) - London Stock Exchange (LSE)"
A2B Australia Limited (ASX:A2B),ASX:A2B,Industrials (Primary); Consumer Discretionary; Financials; Information Technology,NM, 1.22 , 1.17 , (10.5)  , (23.1)  , 1.54 , (23.0)  , 0.843 , 13.3 ,Australian Securities Exchange (ASX),"DB:A22
Company: A2B Australia Limited
(IQT540330330) - Deutsche Boerse AG (DB)"
A2Z Infra Engineering Limited (BSE:533292),BSE:533292,Industrials (Primary); Information Technology; Utilities,NM, 0.104 , 0.267 ,-,-,-, (11.0)  , 0.336 , 54.0 ,Mumbai Stock Exchange (BSE),"NSEI:A2ZINFRA
Company: A2Z Infra Engineering Limited
(IQT117934400) - National Stock Exchange of India (NSEI)"
A2Z Smart Technologies Corp. (TSXV:AZ),TSXV:AZ,Industrials (Primary); Information Technology,NM, 4.3 , 60.3 ,-, (572.6)  , 2.44 , (269.7)  , 0.158 ,NM,-,"DB:A23
Company: A2Z Smart Technologies Corp.
(IQT656507205) - Deutsche Boerse AG (DB)"
A8 New Media Group Limited (SEHK:800),SEHK:800,Communication Services (Primary); Financials; Information Technology; Real Estate, 9.18 , 0.035 , 0.312 , (12.8)  , 3.28 , 4.39 , 36.8 , 0.051 , 3.02 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
"AA Industrial Belting (Shanghai) Co.,Ltd (SHSE:603580)",SHSE:603580,Industrials (Primary); Consumer Discretionary, 44.2 , 2.18 , 3.12 , 8.15 , 7.08 , 5.21 , 21.6 , 0.405 , 2.84 ,Shanghai Stock Exchange (SHSE),-
AAA Technologies Limited (NSEI:AAATECH),NSEI:AAATECH,Information Technology (Primary), 11.1 , 1.15 , 3.74 ,-,-, 5.74 , 35.5 , 1.2 ,-,National Stock Exchange of India (NSEI),-
AAC Clyde Space AB (publ) (OM:AAC),OM:AAC,Industrials (Primary); Information Technology,NM, 0.41 , 0.674 , 60.0 , (6.36)  , 1.84 , (12.8)  , 0.181 , 2.3 ,OMX Nordic Exchange Stockholm (OM),"DB:MKC
Company: AAC Clyde Space AB (publ)
(IQT574502968) - Deutsche Boerse AG (DB)

LSE:0GFN
Company: AAC Clyde Space AB (publ)
(IQT549653085) - London Stock Exchange (LSE)"
AAC Technologies Holdings Inc. (SEHK:2018),SEHK:2018,Information Technology (Primary); Consumer Discretionary; Materials; Materials, 29.7 , 9.96 , 2.79 , (6.04)  , 9.64 ,-, 23.8 , 0.469 , 29.7 ,The Stock Exchange of Hong Kong Ltd. (SEHK),"DB:A2XN
Company: AAC Technologies Holdings Inc.
(IQT67710389) - Deutsche Boerse AG (DB)"
Aadhaar Ventures India Limited (BSE:531611),BSE:531611,Financials (Primary); Consumer Discretionary,NM,-, 0.02 , (78.9)  , (0.01)  , 2.79 , (35.8)  , 0 ,-,Mumbai Stock Exchange (BSE),-
AAEON Technology Inc. (TWSE:6579),TWSE:6579,Information Technology (Primary), 16.1 , 3.23 , 1.28 , 2.49 , 6.5 , 4.05 , 10.7 , 0.613 , 0.864 ,Taiwan Stock Exchange (TWSE),-
AAG Energy Holdings Limited (SEHK:2686),SEHK:2686,Energy (Primary), 7.19 , 0.225 , 0.614 , 24.3 , 8.65 , 4.99 , 94.5 , 0.151 , 0.948 ,The Stock Exchange of Hong Kong Ltd. (SEHK),"DB:AAN
Company: AAG Energy Holdings Limited
(IQT305331145) - Deutsche Boerse AG (DB)"
AAK AB (publ.) (OM:AAK),OM:AAK,Consumer Staples (Primary); Materials; Materials, 31.4 , 30.41 , 4.59 , 2.09 , 14.7 , 1.66 , 9.96 , 1.24 , 31.1 ,OMX Nordic Exchange Stockholm (OM),"DB:6AA0
Company: AAK AB (publ.)
(IQT241199714) - Deutsche Boerse AG (DB)

LSE:0A0J
Company: AAK AB (publ.)
(IQT38736205) - London Stock Exchange (LSE)"
Aakash Exploration Services Limited (NSEI:AAKASH),NSEI:AAKASH,Energy (Primary), 88.1 , 3.54 , 4.91 , 13.8 , 10.4 , 1.33 , 22.1 , 0.902 , 24.1 ,National Stock Exchange of India (NSEI),-
Aalberts N.V. (ENXTAM:AALB),ENXTAM:AALB,Industrials (Primary), 42.9 , 72.06 , 2.83 , (1.05)  , 6.87 , 1.15 , 13.4 , 0.777 , 27.0 ,Euronext Amsterdam (ENXTAM),"DB:AACA
Company: Aalberts N.V.
(IQT34292094) - Deutsche Boerse AG (DB)

LSE:0NX1
Company: Aalberts N.V.
(IQT66422070) - London Stock Exchange (LSE)"
Aalborg Boldspilklub A/S (CPSE:AAB),CPSE:AAB,Consumer Discretionary (Primary); Communication Services, 3.48 , 9.31 , 0.442 , (11.6)  , 15.8 , 1.79 , 5.26 , 0.338 , 14.9 ,OMX Nordic Exchange Copenhagen (CPSE),-
Aallon Group Oyj (HLSE:AALLON),HLSE:AALLON,Industrials (Primary), 43.4 , 18.26 , 4.71 ,-, 11.0 , 2.27 , 10.7 , 1.51 ,-,OMX Nordic Exchange Helsinki (HLSE),-
"AAMM de Valores SICAV, S.A (BME:S3087)",BME:S3087,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Aananda Lakshmi Spinning Mills Limited (BSE:539096),BSE:539096,Consumer Discretionary (Primary), 0.473 , 0.082 ,NM, 137.2 ,-,-, (23.0)  , 0.344 , 355.8 ,Mumbai Stock Exchange (BSE),-
Aanchal Ispat Limited (BSE:538812),BSE:538812,Materials (Primary); Materials (Primary); Industrials,NM, 0.103 , 0.229 , (34.7)  , (15.1)  , 1.48 , (1.12)  , 1.25 , 52.5 ,Mumbai Stock Exchange (BSE),-
"AAON, Inc. (NasdaqGS:AAON)",NasdaqGS:AAON,Industrials (Primary), 44.3 , 82.47 , 8.58 , 5.63 , 21.6 , 3.68 , 23.3 , 1.25 , 0.454 ,Nasdaq Global Select (NasdaqGS),"DB:AAO
Company: AAON, Inc.
(IQT259865881) - Deutsche Boerse AG (DB)"
aap Implantate AG (XTRA:AAQ1),XTRA:AAQ1,Health Care (Primary),NM, 4.74 , 0.928 , (8.47)  , (61.3)  , 2.1 , (60.6)  , 0.414 , 28.7 ,XETRA Trading Platform (XTRA),"DB:AAQ1
Company: aap Implantate AG
(IQT20203796) - Deutsche Boerse AG (DB)

LSE:0N5A
Company: aap Implantate AG
(IQT37839248) - London Stock Exchange (LSE)"
AAPICO Hitech Public Company Limited (SET:AH),SET:AH,Consumer Discretionary (Primary); Industrials; Information Technology, 34.3 , 0.958 , 1.03 , 3.21 , 3.19 , 0.757 , 6.93 , 0.816 , 55.8 ,The Stock Exchange of Thailand (SET),"SET:AH-R
Company: AAPICO Hitech Public Company Limited
(IQT20113781) - The Stock Exchange of Thailand (SET)"
AAR Commercial Company Limited (BSE:539632),BSE:539632,Consumer Discretionary (Primary); Financials,NM,-, 0.036 ,-, (0.138)  , 707.3 ,-,-,-,Mumbai Stock Exchange (BSE),-
