Capital IQ Company Screening Report > [Financial Ratio Bot] Chemical companies test case,,,,,,,,,,,,,
,,,,,,,,,,,,,
Company Name,Exchange:Ticker,Industry Classifications,P/LTM Diluted EPS Before Extra [Latest] (x),"Day Close Price [Latest] (SGD, Historical rate)",P/BV [Latest] (x),"Total Revenues, 3 Yr CAGR % [LTM] (%)",Return on Equity % [LTM],Current Ratio [LTM],EBITDA Margin % [LTM],Total Asset Turnover [Latest Annual],Total Debt/Capital % [Latest Annual],Exchanges [Primary Listing],Exchanges [Secondary Listings]
"Digital Brands Group, Inc. (NasdaqCM:DBGI)",NasdaqCM:DBGI,Consumer Discretionary (Primary),NM, 7.37 ,NM,-,NM, 0.099 , (131.9)  , 0.594 , 171.0 ,Nasdaq Capital Market (NasdaqCM),-
Digital Bros S.p.A. (BIT:DIB),BIT:DIB,Communication Services (Primary); Consumer Discretionary; Information Technology, 12.7 , 39.96 , 3.53 , 17.2 , 33.4 , 1.23 , 38.1 , 0.962 , 22.5 ,Borsa Italiana (BIT),"DB:DB7
Company: Digital Bros S.p.A.
(IQT574502953) - Deutsche Boerse AG (DB)

LSE:0N8R
Company: Digital Bros S.p.A.
(IQT37874431) - London Stock Exchange (LSE)"
"Digital China Group Co., Ltd. (SZSE:000034)",SZSE:000034,Information Technology (Primary), 19.7 , 4.08 , 2.73 , 14.3 , 12.9 , 1.06 , 1.54 , 3.06 , 72.7 ,Shenzhen Stock Exchange (SZSE),-
Digital China Holdings Limited (SEHK:861),SEHK:861,Information Technology (Primary); Communication Services; Financials; Industrials; Real Estate, 13.8 , 0.9 , 0.922 , 14.4 , 7.33 , 1.4 , 2.6 , 0.74 , 24.7 ,The Stock Exchange of Hong Kong Ltd. (SEHK),"DB:DIN
Company: Digital China Holdings Limited
(IQT28574697) - Deutsche Boerse AG (DB)

TWSE:910861
Company: Digital China Holdings Limited
(IQT116581237) - Taiwan Stock Exchange (TWSE)"
Digital China Information Service Company Ltd. (SZSE:000555),SZSE:000555,Information Technology (Primary); Industrials, 28.8 , 3.0 , 2.44 , 6.47 , 8.61 , 1.59 , 3.32 , 0.937 , 11.3 ,Shenzhen Stock Exchange (SZSE),-
Digital Consumer Dividend Fund (TSX:MDC.UN),TSX:MDC.UN,Financials (Primary),-, 14.16 ,-,-,-,-,-,-,-,The Toronto Stock Exchange (TSX),-
Digital Domain Holdings Limited (SEHK:547),SEHK:547,Communication Services (Primary); Consumer Discretionary; Financials; Industrials; Information Technology; Real Estate,NM, 0.011 , 2.63 , (5.08)  , (52.5)  , 0.684 , (45.7)  , 0.327 , 33.6 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
"Digital Garage, Inc. (TSE:4819)",TSE:4819,Information Technology (Primary); Communication Services; Industrials, 25.0 , 59.64 , 3.6 , (15.8)  , 16.4 , 2.0 , 41.1 , 0.211 , 42.0 ,The Tokyo Stock Exchange (TSE),-
"DIGITAL HEARTS HOLDINGS Co., Ltd. (TSE:3676)",TSE:3676,Information Technology (Primary); Communication Services, 34.8 , 19.12 , 5.95 , 9.32 , 16.6 , 1.23 , 10.2 , 1.82 , 43.2 ,The Tokyo Stock Exchange (TSE),"DB:957
Company: DIGITAL HEARTS HOLDINGS Co., Ltd.
(IQT670627971) - Deutsche Boerse AG (DB)"
"Digital Holdings, Inc. (TSE:2389)",TSE:2389,Communication Services (Primary); Financials; Information Technology, 4.55 , 27.67 , 1.62 , 6.18 , 34.5 , 2.81 , 13.9 , 1.34 , 21.3 ,The Tokyo Stock Exchange (TSE),-
Digital Hollywood Interactive Limited (SEHK:2022),SEHK:2022,Communication Services (Primary); Information Technology,NM, 0.015 , 0.488 , (15.0)  , (7.88)  , 4.99 , (4.83)  , 0.304 , 4.08 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
Digital Information Technologies Corporation (TSE:3916),TSE:3916,Information Technology (Primary); Industrials, 24.9 , 23.63 , 6.78 , 8.56 , 30.2 , 3.16 , 12.0 , 2.69 ,-,The Tokyo Stock Exchange (TSE),-
Digital Magics S.p.A. (BIT:DM),BIT:DM,Financials (Primary),NM, 6.63 , 1.92 , 4.4 , (15.1)  , 2.44 , (35.5)  , 0.112 , 28.1 ,Borsa Italiana (BIT),-
Digital Media Professionals Inc. (TSE:3652),TSE:3652,Information Technology (Primary); Consumer Discretionary,NM, 24.48 , 1.95 , 1.22 , (10.7)  , 13.2 , (36.0)  , 0.276 ,-,The Tokyo Stock Exchange (TSE),-
"Digital Media Solutions, Inc. (NYSE:DMS)",NYSE:DMS,Communication Services (Primary); Information Technology,NM, 13.63 ,NM,-,NM, 1.34 , 10.5 , 1.92 , 156.0 ,New York Stock Exchange (NYSE),-
"Digital Power Communications Co.,Ltd. (KOSE:A026890)",KOSE:A026890,Information Technology (Primary), 30.7 , 16.93 , 2.97 , 3.87 , 10.4 , 2.41 , 17.4 , 0.74 , 12.5 ,Korea Stock Exchange (KOSE),-
"Digital Realty Trust, Inc. (NYSE:DLR)",NYSE:DLR,Real Estate (Primary); Financials, 97.4 , 205.02 , 2.57 , 15.9 , 2.97 , 0.847 , 51.4 , 0.13 , 44.8 ,New York Stock Exchange (NYSE),"BOVESPA:D1LR34
Company: Digital Realty Trust, Inc.
(IQT652260114) - Bolsa de Valores de Sao Paulo (BOVESPA)

DB:FQI
Company: Digital Realty Trust, Inc.
(IQT20144184) - Deutsche Boerse AG (DB)

LSE:0I9F
Company: Digital Realty Trust, Inc.
(IQT549909545) - London Stock Exchange (LSE)

NYSE:DLR.PRK
Company: Digital Realty Trust, Inc.
(IQT605436689) - New York Stock Exchange (NYSE)

XTRA:FQI
Company: Digital Realty Trust, Inc.
(IQT83736878) - XETRA Trading Platform (XTRA)"
Digital Telecommunications Infrastructure Fund (SET:DIF),SET:DIF,Financials (Primary),-, 0.534 ,-,-,-,-,-,-,-,The Stock Exchange of Thailand (SET),-
Digital Transformation Opportunities Corp. (NasdaqCM:DTOC),NasdaqCM:DTOC,Financials (Primary),-, 13.02 ,NM,-,-,-,-,-,-,Nasdaq Capital Market (NasdaqCM),"NasdaqCM:DTOC.U
Company: Digital Transformation Opportunities Corp.
(IQT704473175) - Nasdaq Capital Market (NasdaqCM)"
"Digital Turbine, Inc. (NasdaqCM:APPS)",NasdaqCM:APPS,Information Technology (Primary); Communication Services, 136.0 , 107.64 , 48.1 , 61.3 , 49.3 , 0.876 , 20.4 , 1.41 , 12.2 ,Nasdaq Capital Market (NasdaqCM),"DB:4MD
Company: Digital Turbine, Inc.
(IQT272739208) - Deutsche Boerse AG (DB)

LSE:0A6A
Company: Digital Turbine, Inc.
(IQT693092501) - London Stock Exchange (LSE)"
Digital Value S.p.A. (BIT:DGV),BIT:DGV,Information Technology (Primary); Financials, 27.8 , 110.86 , 7.17 ,-, 29.5 , 1.35 , 10.0 , 1.25 , 30.1 ,Borsa Italiana (BIT),-
Digital Wine Ventures Limited (ASX:DW8),ASX:DW8,Consumer Discretionary (Primary),NM, 0.08 , 13.7 , 132.1 , (65.0)  , 5.98 , (258.6)  , 0.409 ,-,Australian Securities Exchange (ASX),-
Digital360 S.p.A. (BIT:DIG),BIT:DIG,Communication Services (Primary); Industrials, 40.7 , 4.01 , 5.07 , 27.1 , 17.4 , 2.21 , 14.0 , 1.12 , 43.9 ,Borsa Italiana (BIT),-
Digitalbox plc (AIM:DBOX),AIM:DBOX,Communication Services (Primary),NM, 0.105 , 0.522 ,-, (1.59)  , 5.5 , 4.98 , 0.169 , 3.78 ,-,"DB:RLXB
Company: Digitalbox plc
(IQT600578278) - Deutsche Boerse AG (DB)"
"DigitalBridge Group, Inc. (NYSE:DBRG)",NYSE:DBRG,Real Estate (Primary); Financials,NM, 10.7 , 3.27 , (21.1)  , (33.2)  , 2.37 , 35.1 , 0.063 , 53.4 ,New York Stock Exchange (NYSE),"DB:6CL0
Company: DigitalBridge Group, Inc.
(IQT416058639) - Deutsche Boerse AG (DB)

LSE:0YY7
Company: DigitalBridge Group, Inc.
(IQT550485149) - London Stock Exchange (LSE)

NYSE:DBRG.PRI
Company: DigitalBridge Group, Inc.
(IQT432013361) - New York Stock Exchange (NYSE)"
Digitalist Group Plc (HLSE:DIGIGR),HLSE:DIGIGR,Information Technology (Primary),NM, 0.073 ,NM, 0.805 ,NM, 0.301 , (25.2)  , 0.892 , 246.5 ,OMX Nordic Exchange Helsinki (HLSE),"LSE:0KGR
Company: Digitalist Group Plc
(IQT37937679) - London Stock Exchange (LSE)"
"DigitalOcean Holdings, Inc. (NYSE:DOCN)",NYSE:DOCN,Information Technology (Primary),NM, 74.44 , 6.44 ,-,-, 13.2 , 19.2 , 0.869 , 72.0 ,New York Stock Exchange (NYSE),"DB:0SU
Company: DigitalOcean Holdings, Inc.
(IQT709509549) - Deutsche Boerse AG (DB)"
DigitalX Limited (ASX:DCC),ASX:DCC,Information Technology (Primary),NM, 0.05 , 1.36 , (44.6)  , (2.1)  , 23.7 , (18.4)  ,-, 3.8 ,Australian Securities Exchange (ASX),"DB:VSL
Company: DigitalX Limited
(IQT364005333) - Deutsche Boerse AG (DB)"
DigiTouch S.p.A. (BIT:DGT),BIT:DGT,Communication Services (Primary),NM, 2.23 , 1.45 , 5.49 , 0.462 , 1.49 , 13.4 , 0.79 , 43.6 ,Borsa Italiana (BIT),-
"Digiwin Software Co.,Ltd. (SZSE:300378)",SZSE:300378,Information Technology (Primary), 35.9 , 4.34 , 3.57 , 7.64 , 10.6 , 1.73 , 13.5 , 0.651 , 9.48 ,Shenzhen Stock Exchange (SZSE),-
Digizuite A/S (CPSE:DIGIZ),CPSE:DIGIZ,Information Technology (Primary),-, 2.28 ,-,-,NM, 0.596 , (34.5)  , 0.832 , 490.3 ,OMX Nordic Exchange Copenhagen (CPSE),-
Digjam Limited (NSEI:DIGJAMLTD),NSEI:DIGJAMLTD,Consumer Discretionary (Primary), 4.66 ,-, 1.34 , (53.0)  , 35.8 , 0.325 , (203.6)  , 0.037 , 66.1 ,National Stock Exchange of India (NSEI),"BSE:539979
Company: Digjam Limited
(IQT373747798) - Mumbai Stock Exchange (BSE)"
Dignitana AB (publ.) (OM:DIGN),OM:DIGN,Health Care (Primary),NM, 1.21 , 7.24 , 28.8 , (87.7)  , 1.75 , (65.6)  , 0.425 , 11.0 ,OMX Nordic Exchange Stockholm (OM),-
Dignity plc (LSE:DTY),LSE:DTY,Consumer Discretionary (Primary); Real Estate,NM, 14.58 ,NM, 3.33 ,NM, 0.717 , 19.4 , 0.192 , 138.1 ,London Stock Exchange (LSE),"DB:DN8E
Company: Dignity plc
(IQT114361634) - Deutsche Boerse AG (DB)"
"Dijet Industrial Co., Ltd. (TSE:6138)",TSE:6138,Industrials (Primary),NM, 15.88 , 0.558 , (10.5)  , (9.08)  , 1.79 , 6.74 , 0.427 , 48.1 ,The Tokyo Stock Exchange (TSE),-
Diksat Transworld Limited (BSE:540151),BSE:540151,Communication Services (Primary),NM, 1.61 , 7.58 ,-,-,-,-, 0.158 , 35.9 ,Mumbai Stock Exchange (BSE),-
Diksha Greens Limited (BSE:542155),BSE:542155,Industrials (Primary); Materials; Materials,NM, 0.051 , 0.155 ,-, (17.0)  , 1.23 , (122.2)  , 0 , 56.1 ,Mumbai Stock Exchange (BSE),-
DILA Capital Acquisition Corp. (NasdaqCM:DILA.U),NasdaqCM:DILA.U,Financials (Primary),-, 13.43 ,-,-,-,-,-,-,-,Nasdaq Capital Market (NasdaqCM),-
Diligent Industries Limited (BSE:531153),BSE:531153,Consumer Staples (Primary), 32.9 , 0.17 , 1.69 , (8.5)  ,-,-, 4.12 , 1.58 , 67.3 ,Mumbai Stock Exchange (BSE),-
Diligent Media Corporation Limited (BSE:540789),BSE:540789,Communication Services (Primary); Industrials, 30.0 , 0.073 ,NM, (72.3)  ,-,-,-, 0.003 , 261.5 ,Mumbai Stock Exchange (BSE),"NSEI:DNAMEDIA
Company: Diligent Media Corporation Limited
(IQT546103716) - National Stock Exchange of India (NSEI)"
Dilip Buildcon Limited (BSE:540047),BSE:540047,Industrials (Primary); Consumer Discretionary, 17.4 , 9.97 , 1.48 , 8.61 , 12.3 , 1.21 , 20.9 , 0.579 , 71.8 ,Mumbai Stock Exchange (BSE),"NSEI:DBL
Company: Dilip Buildcon Limited
(IQT379728035) - National Stock Exchange of India (NSEI)"
"Dillard's, Inc. (NYSE:DDS)",NYSE:DDS,Consumer Discretionary (Primary); Industrials, 16.5 , 247.84 , 2.52 , (8.38)  , 16.9 , 1.94 , 10.6 , 1.36 , 29.9 ,New York Stock Exchange (NYSE),"DB:DL7A
Company: Dillard's, Inc.
(IQT111474287) - Deutsche Boerse AG (DB)"
"DIMA HOLDINGS Co. ,Ltd. (SHSE:600565)",SHSE:600565,Real Estate (Primary); Consumer Discretionary; Industrials, 3.0 , 0.534 , 0.612 , 35.7 , 14.6 , 1.38 , 9.07 , 0.276 , 49.7 ,Shanghai Stock Exchange (SHSE),-
Dimac Capital SICAV SA (BME:S3836),BME:S3836,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"Dime Community Bancshares, Inc. (NasdaqGS:DCOM)",NasdaqGS:DCOM,Financials (Primary), 19.0 , 45.62 , 1.3 , 0.954 , 6.78 ,-,-,-,-,Nasdaq Global Select (NasdaqGS),-
Dimed S.A. Distribuidora de Medicamentos (BOVESPA:PNVL4),BOVESPA:PNVL4,Consumer Staples (Primary); Consumer Discretionary; Health Care, 53.4 , 5.8 , 3.14 , 8.04 , 7.99 , 1.94 , 3.37 , 1.54 , 39.3 ,Bolsa de Valores de Sao Paulo (BOVESPA),"BOVESPA:PNVL3
Company: Dimed S.A. Distribuidora de Medicamentos
(IQT20185938) - Bolsa de Valores de Sao Paulo (BOVESPA)"
Dimerix Limited (ASX:DXB),ASX:DXB,Health Care (Primary),NM, 0.208 , 12.0 , 64.7 , (158.4)  , 3.4 , (226.8)  , 0.305 , 12.4 ,Australian Securities Exchange (ASX),-
Dimet (Siam) Public Company Limited (SET:DIMET),SET:DIMET,Materials (Primary); Materials (Primary); Industrials; Information Technology; Utilities,NM, 0.013 , 2.82 ,-,-, 1.49 ,-,-, 23.4 ,The Stock Exchange of Thailand (SET),"SET:DIMET-R
Company: Dimet (Siam) Public Company Limited
(IQT39574481) - The Stock Exchange of Thailand (SET)"
Dina Capital XXI Sicav S.A. (BME:S3238),BME:S3238,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"Dine Brands Global, Inc. (NYSE:DIN)",NYSE:DIN,Consumer Discretionary (Primary); Financials; Real Estate,NM, 117.51 ,NM, (1.95)  ,NM, 1.15 , 20.4 , 0.334 , 121.1 ,New York Stock Exchange (NYSE),"DB:IHP
Company: Dine Brands Global, Inc.
(IQT233505565) - Deutsche Boerse AG (DB)"
"DINE, S.A.B. de C.V. (BMV:DINE B)",BMV:DINE B,Real Estate (Primary),NM, 0.993 , 2.65 , (9.7)  , (1.02)  , 4.99 , (1.83)  , 0.139 , 9.29 ,Bolsa Mexicana de Valores (BMV),"BMV:DINE A
Company: DINE, S.A.B. de C.V.
(IQT34636446) - Bolsa Mexicana de Valores (BMV)"
Dinerahorro SICAV S.A. (BME:S0782),BME:S0782,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"Dinercartera, SICAV, S.A. (BME:S0783)",BME:S0783,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Dinerinversion SICAV S.A. (BME:S0788),BME:S0788,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Dinervalor Sicav Sa (BME:S0792),BME:S0792,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
"Dingli Corp., Ltd. (SZSE:300050)",SZSE:300050,Information Technology (Primary), 137.7 , 1.12 , 1.24 , (9.47)  , 0.88 , 2.11 , 6.69 , 0.212 , 7.38 ,Shenzhen Stock Exchange (SZSE),-
Dingyi Group Investment Limited (SEHK:508),SEHK:508,Financials (Primary); Consumer Discretionary; Consumer Staples; Real Estate,NM, 0.017 , 0.504 , (26.7)  , 3.19 , 3.02 , 90.9 , 0.067 , 51.1 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
Dino Polska S.A. (WSE:DNP),WSE:DNP,Consumer Staples (Primary); Energy; Financials; Industrials; Real Estate, 39.8 , 98.43 , 11.3 , 30.3 , 33.1 , 0.67 , 9.93 , 2.04 , 39.4 ,-,"DB:5Y2
Company: Dino Polska S.A.
(IQT670695594) - Deutsche Boerse AG (DB)

LSE:0TCP
Company: Dino Polska S.A.
(IQT541705566) - London Stock Exchange (LSE)"
Diodes Incorporated (NasdaqGS:DIOD),NasdaqGS:DIOD,Information Technology (Primary), 33.3 , 106.95 , 3.46 , 7.62 , 10.7 , 2.43 , 20.0 , 0.679 , 32.5 ,Nasdaq Global Select (NasdaqGS),"DB:DDQ
Company: Diodes Incorporated
(IQT20166190) - Deutsche Boerse AG (DB)"
Dion Global Solutions Limited (BSE:526927),BSE:526927,Information Technology (Primary),NM,-,NM,-,-,-,-,-,-,Mumbai Stock Exchange (BSE),-
Dioramax Inversiones Sicav SA (BME:S0790),BME:S0790,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Dios Exploration Inc. (TSXV:DOS),TSXV:DOS,Materials (Primary); Materials (Primary),NM, 0.136 , 2.24 ,-, (2.02)  , 19.3 ,-,-, 0.697 ,-,"DB:BFM
Company: Dios Exploration Inc.
(IQT34292130) - Deutsche Boerse AG (DB)"
Diös Fastigheter AB (publ) (OM:DIOS),OM:DIOS,Real Estate (Primary), 9.77 , 14.3 , 1.26 , 1.91 , 13.6 , 0.14 , 60.4 , 0.077 , 59.4 ,OMX Nordic Exchange Stockholm (OM),"DB:D1F
Company: Diös Fastigheter AB (publ)
(IQT559367116) - Deutsche Boerse AG (DB)

LSE:0GTM
Company: Diös Fastigheter AB (publ)
(IQT38742592) - London Stock Exchange (LSE)"
DIP Corporation (TSE:2379),TSE:2379,Communication Services (Primary); Industrials; Information Technology,NM, 42.52 , 6.21 , (5.14)  , 1.94 , 4.97 , 28.7 , 0.844 ,-,The Tokyo Stock Exchange (TSE),-
Dipachar De Inversiones SICAV S.A. (BME:S0793),BME:S0793,Financials (Primary),-,-,-,-,-,-,-,-,-,Bolsas y Mercados Espanoles (BME),-
Diploma PLC (LSE:DPLM),LSE:DPLM,Industrials (Primary); Health Care; Information Technology, 71.1 , 54.73 , 7.47 , 9.71 , 12.3 , 1.76 , 16.3 , 0.9 , 5.97 ,London Stock Exchange (LSE),"DB:DP9
Company: Diploma PLC
(IQT267930610) - Deutsche Boerse AG (DB)"
DIRE Ciptadana Properti Ritel Indonesia (IDX:XCIS),IDX:XCIS,Financials (Primary),-,-,-,-,-,-,-,-,-,Indonesia Stock Exchange (IDX),-
Direcional Engenharia S.A. (BOVESPA:DIRR3),BOVESPA:DIRR3,Consumer Discretionary (Primary); Real Estate, 16.9 , 3.92 , 1.74 , 29.7 , 12.3 , 4.92 , 17.3 , 0.308 , 44.9 ,Bolsa de Valores de Sao Paulo (BOVESPA),-
Direct Line Insurance Group plc (LSE:DLG),LSE:DLG,Financials (Primary); Consumer Discretionary; Industrials, 11.4 , 5.43 , 1.29 , (2.47)  , 12.2 , 0.595 , 18.7 , 0.339 , 20.1 ,London Stock Exchange (LSE),"DB:D1LN
Company: Direct Line Insurance Group plc
(IQT243060079) - Deutsche Boerse AG (DB)"
Direct Marketing MiX Inc. (TSE:7354),TSE:7354,Communication Services (Primary); Industrials; Information Technology, 38.4 , 49.56 , 9.41 ,-, 37.3 , 1.14 , 72.5 , 1.16 , 44.8 ,The Tokyo Stock Exchange (TSE),-
Directa Plus Plc (AIM:DCTA),AIM:DCTA,Materials (Primary); Materials (Primary),NM, 2.31 , 8.43 , 83.8 , (35.1)  , 2.32 , (49.3)  , 0.324 , 21.0 ,-,"DB:88K
Company: Directa Plus Plc
(IQT670593177) - Deutsche Boerse AG (DB)"
Directel Holdings Limited (SEHK:8337),SEHK:8337,Communication Services (Primary); Information Technology, 6.87 , 0.031 , 0.476 , 22.8 , 6.95 ,-, (13.5)  , 2.23 , 1.98 ,The Stock Exchange of Hong Kong Ltd. (SEHK),-
"Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares (ARCA:UBOT)",ARCA:UBOT,Financials (Primary),-, 60.0 ,-,-,-,-,-,-,-,-,"BMV:UBOT *
Company: Direxion Daily Robotics, Artificial Intelligence & Automation Index Bull 2X Shares
(IQT605280416) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily 20+ Year Treasury Bear 3X Shares (ARCA:TMV),ARCA:TMV,Financials (Primary),-, 89.03 ,-,-,-,-,-,-,-,-,"BMV:TMV *
Company: Direxion Shares ETF Trust - Direxion Daily 20+ Year Treasury Bear 3X Shares
(IQT434699406) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily 20+ Year Treasury Bull 3X Shares (ARCA:TMF),ARCA:TMF,Financials (Primary),-, 34.68 ,-,-,-,-,-,-,-,-,"BMV:TMF *
Company: Direxion Shares ETF Trust - Direxion Daily 20+ Year Treasury Bull 3X Shares
(IQT434699324) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Consumer Discretionary Bull 3X Shares (ARCA:WANT),ARCA:WANT,Financials (Primary),-, 87.91 ,-,-,-,-,-,-,-,-,"BMV:WANT *
Company: Direxion Shares ETF Trust - Direxion Daily Consumer Discretionary Bull 3X Shares
(IQT600578457) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily CSI 300 China A Share Bull 2X Shares (ARCA:CHAU),ARCA:CHAU,Financials (Primary),-, 58.97 ,-,-,-,-,-,-,-,-,"BMV:CHAU *
Company: Direxion Shares ETF Trust - Direxion Daily CSI 300 China A Share Bull 2X Shares
(IQT570976565) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily CSI China Internet Index Bull 2X Shares (ARCA:CWEB),ARCA:CWEB,Financials (Primary),-, 63.05 ,-,-,-,-,-,-,-,-,"BMV:CWEB *
Company: Direxion Shares ETF Trust - Direxion Daily CSI China Internet Index Bull 2X Shares
(IQT570976179) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Energy Bear 2X Shares (ARCA:ERY),ARCA:ERY,Financials (Primary),-, 19.11 ,-,-,-,-,-,-,-,-,"BMV:ERY *
Company: Direxion Shares ETF Trust - Direxion Daily Energy Bear 2X Shares
(IQT431764585) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Energy Bull 2X Shares (ARCA:ERX),ARCA:ERX,Financials (Primary),-, 37.35 ,-,-,-,-,-,-,-,-,"BMV:ERX *
Company: Direxion Shares ETF Trust - Direxion Daily Energy Bull 2X Shares
(IQT431764586) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Financial Bear 3X Shares (ARCA:FAZ),ARCA:FAZ,Financials (Primary),-, 36.19 ,-,-,-,-,-,-,-,-,"BMV:FAZ *
Company: Direxion Shares ETF Trust - Direxion Daily Financial Bear 3X Shares
(IQT99367492) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Financial Bull 3X Shares (ARCA:FAS),ARCA:FAS,Financials (Primary),-, 146.58 ,-,-,-,-,-,-,-,-,"BMV:FAS *
Company: Direxion Shares ETF Trust - Direxion Daily Financial Bull 3X Shares
(IQT99367491) - Bolsa Mexicana de Valores (BMV)

LSE:0IAU
Company: Direxion Shares ETF Trust - Direxion Daily Financial Bull 3X Shares
(IQT550581853) - London Stock Exchange (LSE)"
Direxion Shares ETF Trust - Direxion Daily FTSE China Bear 3X Shares (ARCA:YANG),ARCA:YANG,Financials (Primary),-, 16.78 ,-,-,-,-,-,-,-,-,"BMV:YANG *
Company: Direxion Shares ETF Trust - Direxion Daily FTSE China Bear 3X Shares
(IQT430515749) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily FTSE China Bull 3X Shares (ARCA:YINN),ARCA:YINN,Financials (Primary),-, 26.49 ,-,-,-,-,-,-,-,-,"BMV:YINN *
Company: Direxion Shares ETF Trust - Direxion Daily FTSE China Bull 3X Shares
(IQT430516341) - Bolsa Mexicana de Valores (BMV)

LSE:0I9U
Company: Direxion Shares ETF Trust - Direxion Daily FTSE China Bull 3X Shares
(IQT550581856) - London Stock Exchange (LSE)"
Direxion Shares ETF Trust - Direxion Daily Gold Miners Index Bear 2X Shares (ARCA:DUST),ARCA:DUST,Financials (Primary),-, 25.75 ,-,-,-,-,-,-,-,-,"BMV:DUST *
Company: Direxion Shares ETF Trust - Direxion Daily Gold Miners Index Bear 2X Shares
(IQT433522140) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Gold Miners Index Bull 2X Shares (ARCA:NUGT),ARCA:NUGT,Financials (Primary),-, 77.86 ,-,-,-,-,-,-,-,-,"BMV:NUGT *
Company: Direxion Shares ETF Trust - Direxion Daily Gold Miners Index Bull 2X Shares
(IQT433522139) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Healthcare Bull 3X Shares (ARCA:CURE),ARCA:CURE,Financials (Primary),-, 140.11 ,-,-,-,-,-,-,-,-,"LSE:0IAW
Company: Direxion Shares ETF Trust - Direxion Daily Healthcare Bull 3X Shares
(IQT550738924) - London Stock Exchange (LSE)"
Direxion Shares ETF Trust - Direxion Daily Junior Gold Miners Index Bear 2X Shares (ARCA:JDST),ARCA:JDST,Financials (Primary),-, 14.18 ,-,-,-,-,-,-,-,-,"BMV:JDST *
Company: Direxion Shares ETF Trust - Direxion Daily Junior Gold Miners Index Bear 2X Shares
(IQT430521340) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Junior Gold Miners Index Bull 2X Shares (ARCA:JNUG),ARCA:JNUG,Financials (Primary),-, 108.52 ,-,-,-,-,-,-,-,-,"BMV:JNUG *
Company: Direxion Shares ETF Trust - Direxion Daily Junior Gold Miners Index Bull 2X Shares
(IQT430522992) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily Mid Cap Bull 3X Shares (ARCA:MIDU),ARCA:MIDU,Financials (Primary),-, 82.71 ,-,-,-,-,-,-,-,-,"LSE:0I9S
Company: Direxion Shares ETF Trust - Direxion Daily Mid Cap Bull 3X Shares
(IQT550738926) - London Stock Exchange (LSE)"
Direxion Shares ETF Trust - Direxion Daily MSCI Brazil Bull 2X Shares (ARCA:BRZU),ARCA:BRZU,Financials (Primary),-, 186.02 ,-,-,-,-,-,-,-,-,"BMV:BRZU *
Company: Direxion Shares ETF Trust - Direxion Daily MSCI Brazil Bull 2X Shares
(IQT540967769) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily MSCI Emerging Markets Bear 3X Shares (ARCA:EDZ),ARCA:EDZ,Financials (Primary),-, 9.92 ,-,-,-,-,-,-,-,-,"BMV:EDZ *
Company: Direxion Shares ETF Trust - Direxion Daily MSCI Emerging Markets Bear 3X Shares
(IQT99819262) - Bolsa Mexicana de Valores (BMV)"
Direxion Shares ETF Trust - Direxion Daily MSCI Emerging Markets Bull 3X Shares (ARCA:EDC),ARCA:EDC,Financials (Primary),-, 147.31 ,-,-,-,-,-,-,-,-,"BMV:EDC *
Company: Direxion Shares ETF Trust - Direxion Daily MSCI Emerging Markets Bull 3X Shares
(IQT99819261) - Bolsa Mexicana de Valores (BMV)"
